population,line,individual,blade_location,smaller_area_measured,hole_punch_farther_than_4cm,end_farther_than_4cm,blade_location_original,measurement_specifics,"Area (60x60 circle, should be 2828pixels^2)",mean_grey_scale,min_grey_scale,max_grey_scale,weight_of_hole_punch_mg,NOTES,NOTES
Vancouver,10,4,hole punch,no,no,no,hole punch,10.4.jpg:Hole punch,2828,130.827,104,158,0.97,,
Vancouver,10,4,middle,no,no,no,middle,10.4.jpg:Middle,2828,144.283,131,149,0.97,,
Vancouver,10,4,end,no,no,no,end,10.4.jpg:End,2828,159.671,132,176,0.97,,
Vancouver,10,5,hole punch,no,no,no,hole punch,10.5.jpg:Hole punch,2828,136.506,100,147,1.075,,
Vancouver,10,5,middle,no,no,no,middle,10.5.jpg:Middle,2828,141.175,130,147,1.075,,
Vancouver,10,5,end,no,no,no,end,10.5.jpg:End,2828,155.524,105,177,1.075,,
Vancouver,10,6,hole punch,no,no,no,hole punch,10.6.jpg:Hole punch,2828,126.502,117,136,1.036,,
Vancouver,10,6,middle,no,no,no,middle,10.6.jpg:Middle,2828,133.645,123,137,1.036,,
Vancouver,10,6,end,no,no,no,end,10.6.jpg:End,2828,160.932,138,179,1.036,,
Vancouver,10,7,stipe,no,no,no,stipe,10.7.jpg:Stipe,2828,121.627,113,128,0.98,,
Vancouver,10,7,hole punch,no,no,no,hole punch,10.7.jpg:Hole punch,2828,138.365,131,144,0.98,,
Vancouver,10,7,middle,no,no,no,middle,10.7.jpg:Middle,2828,145.915,132,155,0.98,,
Vancouver,10,7,end,no,no,no,end,10.7.jpg:End,2828,167.979,148,178,0.98,,
Vancouver,10,8,hole punch,no,no,no,hole punch,10.9.jpg:Hole punch,2828,107.985,100,114,1.411,,
Vancouver,10,8,middle,no,no,no,middle,10.9.jpg:Middle,2828,142.74,129,149,1.411,,
Vancouver,10,9,hole punch,,,,hole punch,,,,,,1.537,,
Vancouver,10,10,hole punch,no,no,no,hole punch,10.10.jpg:Hole punch,2828,117.018,106,123,1.451,,
Vancouver,10,10,middle,no,no,no,middle,10.10.jpg:Middle,2828,136.762,134,140,1.451,,
Vancouver,10,10,end,no,no,no,end,10.10.jpg:End,2828,161.602,148,170,1.451,,
Vancouver,10,11,hole punch,no,no,no,hole punch,10.11.jpg:Hole punch,2828,124.352,118,129,1.095,,
Vancouver,10,11,middle,no,no,no,middle,10.11.jpg:Middle,2828,133.35,118,139,1.095,,
Vancouver,10,11,end,no,no,no,end,10.11.jpg:End,2828,148.745,118,159,1.095,,
Vancouver,10,12,hole punch,no,no,no,hole punch,10.12.jpg:Hole punch,2828,114.882,104,120,1.457,,
Vancouver,10,12,middle,no,no,no,middle,10.12.jpg:Middle,2828,141.536,131,147,1.457,,
Vancouver,10,12,end,no,no,no,end,10.12.jpg:End,2828,160.288,141,167,1.457,,
Browns Bay,4,1,hole punch,no,no,no,hole punch,4.1.jpg:Hole punch,2828,131.366,115,143,1.018,,
Browns Bay,4,1,middle,no,no,no,middle,4.1.jpg:Middle,2828,160.389,146,165,1.018,,
Browns Bay,4,1,end,no,no,no,end,4.1.jpg:End,2828,164.811,137,181,1.018,,
Browns Bay,4,2,hole punch,no,no,no,hole punch,4.2.jpg:Hole punch,2828,147.37,138,152,0.99,,
Browns Bay,4,2,middle,no,no,no,middle,4.2.jpg:Middle,2828,159.775,145,166,0.99,,
Browns Bay,4,2,end,no,no,no,end,4.2.jpg:End,2828,169.899,154,175,0.99,,
Browns Bay,4,3,hole punch,no,no,no,hole punch,4.3.jpg:Hole punch,2828,142.137,135,149,0.807,,
Browns Bay,4,3,middle,no,no,no,middle,4.3.jpg:Middle,2828,148.314,86,160,0.807,,
Browns Bay,4,3,end,no,no,no,end,4.3.jpg:End,2828,155.035,85,173,0.807,,
Browns Bay,4,4,hole punch,no,no,no,hole punch,4.4.jpg:Hole punch,2828,134.047,128,138,0.975,,
Browns Bay,4,4,middle,no,no,no,middle,4.4.jpg:Middle,2828,153.591,136,159,0.975,,
Browns Bay,4,4,end,no,no,no,end,4.4.jpg:End,2828,168.287,136,180,0.975,,
Browns Bay,4,5,hole punch,no,no,no,hole punch,4.5.jpg:Hole punch,2828,140.097,131,145,1.165,,
Browns Bay,4,5,middle,no,no,no,middle,4.5.jpg:Middle,2828,147.01,117,151,1.165,,
Browns Bay,4,5,end,no,no,no,end,4.5.jpg:End,2828,162.812,148,170,1.165,,
Browns Bay,4,6,hole punch,no,no,no,hole punch,4.6.jpg:Hole punch,2828,133.173,120,139,1.09,,
Browns Bay,4,6,middle,no,no,no,middle,4.6.jpg:Middle,2828,166.47,155,172,1.09,,
Browns Bay,4,6,end,no,no,no,end,4.6.jpg:End,2828,161.36,151,167,1.09,,
Browns Bay,4,7,hole punch,no,no,no,hole punch,4.7.jpg:Hole punch,2828,146.818,138,152,0.774,,
Browns Bay,4,7,middle,no,no,no,middle,4.7.jpg:Middle,2828,162.762,142,169,0.774,,
Browns Bay,4,7,end,no,no,no,end,4.7.jpg:End,2828,161.182,143,171,0.774,,
Browns Bay,4,8,hole punch,no,no,no,hole punch,4.8.jpg:Hole punch,2828,125.456,119,131,1.213,,
Browns Bay,4,8,middle,no,no,no,middle,4.8.jpg:Middle,2828,145.785,140,150,1.213,,
Browns Bay,4,8,end,no,no,no,end,4.8.jpg:End,2828,153.027,143,157,1.213,,
Browns Bay,4,9,hole punch,no,no,no,hole punch,4.9.jpg:Hole punch,2828,103.588,98,108,1.254,,
Browns Bay,4,9,middle,no,no,no,middle,4.9.jpg:Middle,2828,127.182,121,133,1.254,,
Browns Bay,4,9,end,no,no,no,end,4.9.jpg:End,2828,135.22,86,148,1.254,,
Browns Bay,4,10,hole punch,no,no,no,hole punch,4.10.jpg:Hole punch,2828,92.744,81,101,1.381,,
Browns Bay,4,10,middle,no,no,no,middle,4.10.jpg:Middle,2828,129.674,97,142,1.381,,
Browns Bay,4,10,end,no,no,no,end,4.10.jpg:End,2828,154.235,88,164,1.381,,
Browns Bay,4,11,hole punch,no,no,no,hole punch,4.11.jpg:Hole punch,2828,99.411,89,110,NA,no bag found,
Browns Bay,4,11,middle,no,no,no,middle,4.11.jpg:Middle,2828,134.144,123,141,NA,no bag found,
Browns Bay,4,11,end,no,no,yes,end,4.11.jpg:End farther,2828,165.243,134,173,NA,no bag found,
Browns Bay,4,12,hole punch,no,no,no,hole punch,4.12.jpg:Hole punch,2828,97.377,89,102,1.241,had paper stuck to outside that was not removable,
Browns Bay,4,12,middle,no,no,no,middle,4.12.jpg:Middle,2828,130.736,122,136,1.241,,
Browns Bay,4,12,end,no,no,no,end,4.12.jpg:End,2828,160.022,120,168,1.241,,
Browns Bay,8,1,hole punch,no,no,no,hole punch,8.1.jpg:Hole punch,2828,124.666,113,132,1.577,,
Browns Bay,8,1,middle,no,no,no,middle,8.1.jpg:Middle,2828,141.615,91,153,1.577,,
Browns Bay,8,1,end,no,no,no,end,8.1.jpg:End,2828,167.383,152,177,1.577,,
Browns Bay,8,2,hole punch,no,no,no,hole punch,8.2.jpg:Hole punch,2828,135.796,123,145,1.134,,
Browns Bay,8,2,middle,no,no,no,middle,8.2.jpg:Middle,2828,152.96,146,159,1.134,,
Browns Bay,8,2,end,no,no,no,end,8.2.jpg:End,2828,170.52,164,174,1.134,,
Browns Bay,8,3,hole punch,no,no,no,hole punch,8.3.jpg:Hole punch,2828,143.5,122,151,0.812,,
Browns Bay,8,3,middle,no,no,no,middle,8.3.jpg:Middle,2828,158.658,135,164,0.812,,
Browns Bay,8,3,end,no,no,no,end,8.3.jpg:End,2828,169.843,135,175,0.812,,
Browns Bay,8,4,hole punch,no,no,no,hole punch,8.4.jpg:Hole punch,2828,120.823,109,127,1.447,,
Browns Bay,8,4,middle,no,no,no,middle,8.4.jpg:Middle,2828,142.648,127,154,1.447,,
Browns Bay,8,4,end,no,no,no,end,8.4.jpg:End,2828,168.355,88,184,1.447,,
Browns Bay,8,5,hole punch,no,no,no,hole punch,8.5.jpg:Hole punch,2828,142.247,131,149,1.318,,
Browns Bay,8,5,middle,no,no,no,middle,8.5.jpg:Middle,2828,150.991,143,158,1.318,,
Browns Bay,8,5,end,no,no,no,end,8.5.jpg:End,2828,168.616,153,177,1.318,,
Browns Bay,8,6,hole punch,no,no,no,hole punch,8.6.jpg:Hole punch,2828,134.696,125,145,1.224,,
Browns Bay,8,6,middle,no,no,no,middle,8.6.jpg:Middle,2828,153.658,134,160,1.224,,
Browns Bay,8,6,end,no,no,no,end,8.6.jpg:End,2828,167.739,138,175,1.224,,
Browns Bay,8,7,hole punch,no,no,no,hole punch,8.7.jpg:Hole punch,2828,144.39,134,152,1.159,,
Browns Bay,8,7,middle,no,no,no,middle,8.7.jpg:Middle,2828,162.901,143,167,1.159,,
Browns Bay,8,7,end,no,no,no,end,8.7.jpg:End,2828,168.159,159,176,1.159,,
Browns Bay,8,8,hole punch,no,no,no,hole punch,8.8.jpg:Hole punch,2932,99.061,93,104,1.601,,
Browns Bay,8,8,middle,no,no,no,middle,8.8.jpg:Middle,2932,130.061,124,134,1.601,,
Browns Bay,8,8,end,no,no,no,end,8.8.jpg:End,2932,158.125,143,163,1.601,,
Browns Bay,8,9,hole punch,no,no,no,hole punch,8.9.jpg:Hole punch,2828,119.253,110,124,1.302,,
Browns Bay,8,9,middle,no,no,no,middle,8.9.jpg:Middle,2828,145.422,138,149,1.302,,
Browns Bay,8,9,end,no,no,no,end,8.9.jpg:End,2828,154.032,132,160,1.302,,
Browns Bay,8,10,hole punch,no,no,no,hole punch,8.10.jpg:Hole punch,2828,142.466,135,147,1.043,,
Browns Bay,8,10,middle,no,no,no,middle,8.10.jpg:Middle,2828,158.901,151,164,1.043,,
Browns Bay,8,10,end,no,no,no,end,8.10.jpg:End,2828,164.477,154,168,1.043,,
Browns Bay,8,11,hole punch,no,no,no,hole punch,8.11.jpg:Hole punch,2828,110.158,105,115,1.453,,
Browns Bay,8,11,middle,no,no,no,middle,8.11.jpg:Middle,2828,153.037,146,157,1.453,,
Browns Bay,8,11,end,no,no,no,end,8.11.jpg:End,2828,158.391,138,176,1.453,,
Browns Bay,8,12,hole punch,no,no,no,hole punch,8.12.jpg:Hole punch,2828,118.234,108,125,1.033,,
Browns Bay,8,12,middle,no,no,no,middle,8.12.jpg:Middle,2828,143.135,137,163,1.033,,
Browns Bay,8,12,end,no,no,no,end,8.12.jpg:End,2828,161.273,128,166,1.033,,
Browns Bay,9,1,hole punch,no,no,no,hole punch,9.1.jpg:Hole punch,2828,133.049,126,140,1.103,,
Browns Bay,9,1,middle,no,no,no,middle,9.1.jpg:Middle,2828,148.315,140,157,1.103,,
Browns Bay,9,1,end,no,no,no,end,9.1.jpg:End,2828,166.131,124,177,1.103,,
Browns Bay,9,2,hole punch,no,no,no,hole punch,9.2.jpg:Hole punch,2828,130.544,124,135,1.239,,
Browns Bay,9,2,middle,no,no,no,middle,9.2.jpg:Middle,2828,148.251,141,152,1.239,,
Browns Bay,9,2,end,no,no,no,end,9.2.jpg:End,2828,158.908,124,165,1.239,,
Browns Bay,9,3,hole punch,no,no,no,hole punch,9.3.jpg:Hole punch,2828,129.644,125,135,1.015,,
Browns Bay,9,3,middle,no,no,no,middle,9.3.jpg:Middle,2828,151.478,141,156,1.015,,
Browns Bay,9,3,end,no,no,no,end,9.3.jpg:End,2828,159.855,141,165,1.015,,
Browns Bay,9,4,hole punch,no,no,no,hole punch,9.4.jpg:Hole punch,2828,119.996,93,135,1.376,,
Browns Bay,9,4,middle,no,no,no,middle,9.4.jpg:Middle,2828,145.633,129,162,1.376,,
Browns Bay,9,4,end,no,no,no,end,9.4.jpg:End,2828,153.586,103,168,1.376,,
Browns Bay,9,5,hole punch,no,no,no,hole punch,9.5.jpg:Hole punch,2828,116.143,73,129,1.877,,
Browns Bay,9,5,middle,no,no,no,middle,9.5.jpg:Middle,2828,150.692,137,159,1.877,,
Browns Bay,9,5,end,no,no,no,end,9.5.jpg:End,2828,165.131,149,179,1.877,,
Browns Bay,9,6,hole punch,no,no,no,hole punch,9.6.jpg:Hole punch,2828,129.202,115,138,1.662,,
Browns Bay,9,6,middle,no,no,no,middle,9.6.jpg:Middle,2828,159.535,150,165,1.662,,
Browns Bay,9,6,end,no,no,no,end,9.6.jpg:End,2828,170.864,165,176,1.662,,
Browns Bay,9,7,hole punch,no,no,no,hole punch,9.7.jpg:Hole punch,2828,141.8,130,150,1.306,,
Browns Bay,9,7,middle,no,no,no,middle,9.7.jpg:Middle,2828,143.414,114,149,1.306,,
Browns Bay,9,7,end,no,no,no,end,9.7.jpg:End,2828,165.863,153,178,1.306,,
Browns Bay,9,8,hole punch,no,no,no,hole punch,9.8.jpg:Hole punch,2828,104.283,95,112,1.271,,
Browns Bay,9,8,middle,no,no,no,middle,9.8.jpg:Middle,2828,145.844,140,149,1.271,,
Browns Bay,9,8,end,no,no,no,end,9.8.jpg:End,2828,149.361,121,156,1.271,,
Browns Bay,9,9,stipe,no,no,no,stipe,9.9.jpg:Stipe (there is no hole punch),2828,93.546,85,99,1.752,,
Browns Bay,9,9,middle,no,no,no,middle,9.9.jpg:Middle,2828,138.532,124,145,1.752,,
Browns Bay,9,9,end,no,no,no,end,9.9.jpg:End,2828,158.231,141,163,1.752,,
Browns Bay,9,10,hole punch,no,no,no,hole punch,9.10.jpg:Hole punch,2828,111.361,104,116,1.192,,
Browns Bay,9,10,middle,no,no,no,middle,9.10.jpg:Middle,2828,135.671,119,145,1.192,,
Browns Bay,9,10,end,no,no,no,end,9.10.jpg:End,2828,161.334,133,168,1.192,,
Browns Bay,9,11,hole punch,no,no,no,hole punch,9.11(1).jpg:Hole punch,2828,109.207,104,116,1.274,,
Browns Bay,9,11,middle,no,no,no,middle,9.11(1).tif:Middle,2828,146.076,137,150,1.274,,
Browns Bay,9,11,end,no,no,no,end,9.11(1).jpg:End,2828,154.924,130,165,1.274,,
Browns Bay,9,11,hole punch,no,no,no,hole punch,9.11(2).jpg:Hole punch,2932,118.611,113,123,1.274,,
Browns Bay,9,11,middle,no,no,no,middle,9.11(2).jpg:Middle,2932,134.317,128,140,1.274,,
Gabriola,13,2,hole punch,no,no,no,hole punch,13.2.jpg:hole punch,2828,102.292,69,110,1.569,,
Gabriola,13,2,middle,no,no,no,middle,13.2.jpg:middle,2828,112.455,97,124,1.569,,
Gabriola,13,2,end,no,no,no,end,13.2.jpg:end,2828,117.713,89,132,1.569,,
Gabriola,13,3,hole punch,no,no,no,hole punch,13.3.jpg:hole punch,2828,138.292,131,143,0.801,,
Gabriola,13,3,middle,no,no,no,middle,13.3.jpg:middle,2828,145.503,110,154,0.801,,
Gabriola,13,3,end,no,no,no,end,13.3.jpg:end,2828,164.914,125,173,0.806,,
Gabriola,13,4,hole punch,no,no,no,hole punch,13.4.jpg:hole punch,2828,93.952,83,103,2.033,,
Gabriola,13,4,middle,no,no,no,middle,13.4.jpg:middle,2828,120.235,74,130,2.033,,
Gabriola,13,4,end,no,no,no,end,13.4.jpg:end,2828,157.151,120,168,2.033,,
Gabriola,14,1,hole punch,no,no,no,hole punch,14.1.jpg:hole punch,2828,125.709,107,135,1.585,,
Gabriola,14,1,middle,no,no,no,middle,14.1.jpg:middle,2828,159.057,129,169,1.585,,
Gabriola,14,1,end,no,no,no,end,14.1.jpg:end,2828,170.173,143,178,1.585,,
Gabriola,14,2,hole punch,no,no,no,hole punch,14.2.jpg:hole punch,2828,112.352,105,120,1.848,,
Gabriola,14,2,middle,no,no,no,middle,14.2.jpg:middle,2828,147.567,124,153,1.848,,
Gabriola,14,2,end,no,no,no,end,14.2.jpg:end,2828,164.207,146,170,1.848,,
Gabriola,14,3,hole punch,no,no,no,hole punch,14.3.jpg:hole punch,2828,111.69,101,119,1.327,,
Gabriola,14,3,middle,no,no,no,middle,14.3.jpg:middle,2828,153.438,131,160,1.327,,
Gabriola,14,3,end,no,no,no,end,14.3.jpg:end,2828,166.808,154,174,1.327,,
Gabriola,14,4,hole punch,no,no,no,hole punch,14.4.jpg:hole punch,2828,113.727,22,184,1.153,,
Gabriola,14,4,middle,no,no,no,middle,14.4.jpg:middle,2828,140.122,86,163,1.153,,
Gabriola,14,4,end,no,no,no,end,14.4.jpg:end,2828,145.62,70,176,1.153,,
