number,date,temp
184,06/13/23 04:00:00 AM,14.421
185,06/13/23 04:30:00 AM,14.134
186,06/13/23 05:00:00 AM,14.230
187,06/13/23 05:30:00 AM,14.421
188,06/13/23 06:00:00 AM,14.325
189,06/13/23 06:30:00 AM,15.760
190,06/13/23 07:00:00 AM,15.855
191,06/13/23 07:30:00 AM,15.569
192,06/13/23 08:00:00 AM,15.760
193,06/13/23 08:30:00 AM,15.760
194,06/13/23 09:00:00 AM,15.855
195,06/13/23 09:30:00 AM,15.951
196,06/13/23 10:00:00 AM,16.237
197,06/13/23 10:30:00 AM,15.855
198,06/13/23 11:00:00 AM,15.378
199,06/13/23 11:30:00 AM,15.569
200,06/13/23 12:00:00 PM,15.855
201,06/13/23 12:30:00 PM,16.141
202,06/13/23 01:00:00 PM,16.141
203,06/13/23 01:30:00 PM,16.141
204,06/13/23 02:00:00 PM,15.855
205,06/13/23 02:30:00 PM,15.473
206,06/13/23 03:00:00 PM,15.378
207,06/13/23 03:30:00 PM,15.187
208,06/13/23 04:00:00 PM,14.996
209,06/13/23 04:30:00 PM,14.900
210,06/13/23 05:00:00 PM,14.900
211,06/13/23 05:30:00 PM,14.900
212,06/13/23 06:00:00 PM,14.900
213,06/13/23 06:30:00 PM,15.091
214,06/13/23 07:00:00 PM,14.996
215,06/13/23 07:30:00 PM,14.996
216,06/13/23 08:00:00 PM,15.378
217,06/13/23 08:30:00 PM,15.378
218,06/13/23 09:00:00 PM,15.282
219,06/13/23 09:30:00 PM,15.378
220,06/13/23 10:00:00 PM,15.473
221,06/13/23 10:30:00 PM,15.473
222,06/13/23 11:00:00 PM,15.378
223,06/13/23 11:30:00 PM,15.473
224,06/14/23 12:00:00 AM,15.473
225,06/14/23 12:30:00 AM,15.187
226,06/14/23 01:00:00 AM,15.473
227,06/14/23 01:30:00 AM,15.664
228,06/14/23 02:00:00 AM,15.760
229,06/14/23 02:30:00 AM,15.664
230,06/14/23 03:00:00 AM,15.569
231,06/14/23 03:30:00 AM,15.569
232,06/14/23 04:00:00 AM,15.569
233,06/14/23 04:30:00 AM,15.569
234,06/14/23 05:00:00 AM,15.664
235,06/14/23 05:30:00 AM,15.569
236,06/14/23 06:00:00 AM,15.569
237,06/14/23 06:30:00 AM,15.664
238,06/14/23 07:00:00 AM,15.664
239,06/14/23 07:30:00 AM,15.664
240,06/14/23 08:00:00 AM,15.664
241,06/14/23 08:30:00 AM,15.569
242,06/14/23 09:00:00 AM,15.473
243,06/14/23 09:30:00 AM,15.282
244,06/14/23 10:00:00 AM,15.378
245,06/14/23 10:30:00 AM,15.569
246,06/14/23 11:00:00 AM,15.664
247,06/14/23 11:30:00 AM,15.760
248,06/14/23 12:00:00 PM,15.569
249,06/14/23 12:30:00 PM,15.569
250,06/14/23 01:00:00 PM,15.664
251,06/14/23 01:30:00 PM,15.473
252,06/14/23 02:00:00 PM,15.473
253,06/14/23 02:30:00 PM,15.378
254,06/14/23 03:00:00 PM,15.378
255,06/14/23 03:30:00 PM,15.378
256,06/14/23 04:00:00 PM,15.378
257,06/14/23 04:30:00 PM,15.473
258,06/14/23 05:00:00 PM,15.378
259,06/14/23 05:30:00 PM,15.282
260,06/14/23 06:00:00 PM,15.378
261,06/14/23 06:30:00 PM,15.473
262,06/14/23 07:00:00 PM,15.473
263,06/14/23 07:30:00 PM,15.569
264,06/14/23 08:00:00 PM,15.378
265,06/14/23 08:30:00 PM,15.378
266,06/14/23 09:00:00 PM,15.378
267,06/14/23 09:30:00 PM,15.473
268,06/14/23 10:00:00 PM,15.569
269,06/14/23 10:30:00 PM,15.378
270,06/14/23 11:00:00 PM,15.282
271,06/14/23 11:30:00 PM,15.187
272,06/15/23 12:00:00 AM,15.187
273,06/15/23 12:30:00 AM,15.091
274,06/15/23 01:00:00 AM,15.187
275,06/15/23 01:30:00 AM,15.187
276,06/15/23 02:00:00 AM,15.378
277,06/15/23 02:30:00 AM,15.378
278,06/15/23 03:00:00 AM,15.187
279,06/15/23 03:30:00 AM,15.282
280,06/15/23 04:00:00 AM,15.282
281,06/15/23 04:30:00 AM,15.378
282,06/15/23 05:00:00 AM,15.378
283,06/15/23 05:30:00 AM,15.473
284,06/15/23 06:00:00 AM,15.473
285,06/15/23 06:30:00 AM,15.473
286,06/15/23 07:00:00 AM,15.569
287,06/15/23 07:30:00 AM,15.378
288,06/15/23 08:00:00 AM,15.378
289,06/15/23 08:30:00 AM,15.378
290,06/15/23 09:00:00 AM,15.569
291,06/15/23 09:30:00 AM,15.664
292,06/15/23 10:00:00 AM,15.855
293,06/15/23 10:30:00 AM,15.664
294,06/15/23 11:00:00 AM,15.664
295,06/15/23 11:30:00 AM,15.760
296,06/15/23 12:00:00 PM,15.760
297,06/15/23 12:30:00 PM,15.951
298,06/15/23 01:00:00 PM,15.664
299,06/15/23 01:30:00 PM,15.378
300,06/15/23 02:00:00 PM,14.517
301,06/15/23 02:30:00 PM,14.325
302,06/15/23 03:00:00 PM,14.421
303,06/15/23 03:30:00 PM,14.421
304,06/15/23 04:00:00 PM,14.900
305,06/15/23 04:30:00 PM,14.804
306,06/15/23 05:00:00 PM,14.613
307,06/15/23 05:30:00 PM,14.709
308,06/15/23 06:00:00 PM,14.709
309,06/15/23 06:30:00 PM,14.804
310,06/15/23 07:00:00 PM,14.804
311,06/15/23 07:30:00 PM,14.804
312,06/15/23 08:00:00 PM,15.091
313,06/15/23 08:30:00 PM,15.664
314,06/15/23 09:00:00 PM,16.427
315,06/15/23 09:30:00 PM,16.618
316,06/15/23 10:00:00 PM,16.808
317,06/15/23 10:30:00 PM,16.713
318,06/15/23 11:00:00 PM,16.713
319,06/15/23 11:30:00 PM,16.618
320,06/16/23 12:00:00 AM,16.523
321,06/16/23 12:30:00 AM,16.523
322,06/16/23 01:00:00 AM,15.855
323,06/16/23 01:30:00 AM,15.664
324,06/16/23 02:00:00 AM,15.569
325,06/16/23 02:30:00 AM,15.569
326,06/16/23 03:00:00 AM,15.187
327,06/16/23 03:30:00 AM,14.996
328,06/16/23 04:00:00 AM,14.709
329,06/16/23 04:30:00 AM,14.613
330,06/16/23 05:00:00 AM,14.421
331,06/16/23 05:30:00 AM,14.325
332,06/16/23 06:00:00 AM,14.421
333,06/16/23 06:30:00 AM,14.613
334,06/16/23 07:00:00 AM,15.091
335,06/16/23 07:30:00 AM,15.473
336,06/16/23 08:00:00 AM,15.664
337,06/16/23 08:30:00 AM,15.760
338,06/16/23 09:00:00 AM,16.046
339,06/16/23 09:30:00 AM,16.141
340,06/16/23 10:00:00 AM,16.237
341,06/16/23 10:30:00 AM,15.951
342,06/16/23 11:00:00 AM,16.237
343,06/16/23 11:30:00 AM,16.141
344,06/16/23 12:00:00 PM,16.332
345,06/16/23 12:30:00 PM,15.378
346,06/16/23 01:00:00 PM,14.230
347,06/16/23 01:30:00 PM,14.134
348,06/16/23 02:00:00 PM,14.134
349,06/16/23 02:30:00 PM,13.942
350,06/16/23 03:00:00 PM,13.558
351,06/16/23 03:30:00 PM,13.942
352,06/16/23 04:00:00 PM,13.942
353,06/16/23 04:30:00 PM,14.325
354,06/16/23 05:00:00 PM,14.325
355,06/16/23 05:30:00 PM,14.134
356,06/16/23 06:00:00 PM,14.325
357,06/16/23 06:30:00 PM,14.230
358,06/16/23 07:00:00 PM,13.942
359,06/16/23 07:30:00 PM,13.654
360,06/16/23 08:00:00 PM,13.750
361,06/16/23 08:30:00 PM,13.846
362,06/16/23 09:00:00 PM,13.942
363,06/16/23 09:30:00 PM,14.230
364,06/16/23 10:00:00 PM,15.282
365,06/16/23 10:30:00 PM,14.996
366,06/16/23 11:00:00 PM,14.230
367,06/16/23 11:30:00 PM,14.230
368,06/17/23 12:00:00 AM,14.230
369,06/17/23 12:30:00 AM,13.942
370,06/17/23 01:00:00 AM,13.942
371,06/17/23 01:30:00 AM,14.230
372,06/17/23 02:00:00 AM,14.517
373,06/17/23 02:30:00 AM,14.804
374,06/17/23 03:00:00 AM,14.134
375,06/17/23 03:30:00 AM,13.846
376,06/17/23 04:00:00 AM,13.173
377,06/17/23 04:30:00 AM,12.980
378,06/17/23 05:00:00 AM,12.497
379,06/17/23 05:30:00 AM,12.594
380,06/17/23 06:00:00 AM,12.690
381,06/17/23 06:30:00 AM,12.690
382,06/17/23 07:00:00 AM,12.690
383,06/17/23 07:30:00 AM,13.750
384,06/17/23 08:00:00 AM,14.325
385,06/17/23 08:30:00 AM,14.134
386,06/17/23 09:00:00 AM,14.230
387,06/17/23 09:30:00 AM,14.134
388,06/17/23 10:00:00 AM,14.230
389,06/17/23 10:30:00 AM,14.230
390,06/17/23 11:00:00 AM,14.230
391,06/17/23 11:30:00 AM,14.613
392,06/17/23 12:00:00 PM,14.709
393,06/17/23 12:30:00 PM,14.613
394,06/17/23 01:00:00 PM,14.804
395,06/17/23 01:30:00 PM,15.951
396,06/17/23 02:00:00 PM,15.855
397,06/17/23 02:30:00 PM,15.378
398,06/17/23 03:00:00 PM,15.282
399,06/17/23 03:30:00 PM,15.187
400,06/17/23 04:00:00 PM,15.473
401,06/17/23 04:30:00 PM,15.855
402,06/17/23 05:00:00 PM,15.760
403,06/17/23 05:30:00 PM,15.855
404,06/17/23 06:00:00 PM,15.855
405,06/17/23 06:30:00 PM,15.760
406,06/17/23 07:00:00 PM,15.760
407,06/17/23 07:30:00 PM,15.282
408,06/17/23 08:00:00 PM,15.378
409,06/17/23 08:30:00 PM,14.996
410,06/17/23 09:00:00 PM,14.996
411,06/17/23 09:30:00 PM,14.996
412,06/17/23 10:00:00 PM,14.517
413,06/17/23 10:30:00 PM,14.517
414,06/17/23 11:00:00 PM,14.517
415,06/17/23 11:30:00 PM,14.421
416,06/18/23 12:00:00 AM,14.325
417,06/18/23 12:30:00 AM,14.134
418,06/18/23 01:00:00 AM,14.517
419,06/18/23 01:30:00 AM,14.613
420,06/18/23 02:00:00 AM,14.804
421,06/18/23 02:30:00 AM,14.613
422,06/18/23 03:00:00 AM,14.709
423,06/18/23 03:30:00 AM,14.613
424,06/18/23 04:00:00 AM,14.325
425,06/18/23 04:30:00 AM,14.134
426,06/18/23 05:00:00 AM,14.038
427,06/18/23 05:30:00 AM,14.038
428,06/18/23 06:00:00 AM,13.654
429,06/18/23 06:30:00 AM,14.038
430,06/18/23 07:00:00 AM,14.517
431,06/18/23 07:30:00 AM,14.709
432,06/18/23 08:00:00 AM,15.282
433,06/18/23 08:30:00 AM,15.378
434,06/18/23 09:00:00 AM,15.473
435,06/18/23 09:30:00 AM,15.473
436,06/18/23 10:00:00 AM,15.569
437,06/18/23 10:30:00 AM,15.473
438,06/18/23 11:00:00 AM,15.378
439,06/18/23 11:30:00 AM,15.569
440,06/18/23 12:00:00 PM,15.569
441,06/18/23 12:30:00 PM,15.473
442,06/18/23 01:00:00 PM,15.760
443,06/18/23 01:30:00 PM,15.855
444,06/18/23 02:00:00 PM,16.046
445,06/18/23 02:30:00 PM,15.951
446,06/18/23 03:00:00 PM,15.569
447,06/18/23 03:30:00 PM,15.760
448,06/18/23 04:00:00 PM,15.569
449,06/18/23 04:30:00 PM,15.664
450,06/18/23 05:00:00 PM,15.760
451,06/18/23 05:30:00 PM,16.046
452,06/18/23 06:00:00 PM,15.664
453,06/18/23 06:30:00 PM,15.855
454,06/18/23 07:00:00 PM,15.760
455,06/18/23 07:30:00 PM,15.664
456,06/18/23 08:00:00 PM,14.804
457,06/18/23 08:30:00 PM,14.517
458,06/18/23 09:00:00 PM,14.709
459,06/18/23 09:30:00 PM,14.517
460,06/18/23 10:00:00 PM,14.230
461,06/18/23 10:30:00 PM,14.421
462,06/18/23 11:00:00 PM,14.613
463,06/18/23 11:30:00 PM,14.230
464,06/19/23 12:00:00 AM,14.900
465,06/19/23 12:30:00 AM,14.996
466,06/19/23 01:00:00 AM,15.378
467,06/19/23 01:30:00 AM,15.282
468,06/19/23 02:00:00 AM,15.378
469,06/19/23 02:30:00 AM,15.282
470,06/19/23 03:00:00 AM,14.038
471,06/19/23 03:30:00 AM,13.942
472,06/19/23 04:00:00 AM,13.942
473,06/19/23 04:30:00 AM,13.750
474,06/19/23 05:00:00 AM,13.558
475,06/19/23 05:30:00 AM,13.461
476,06/19/23 06:00:00 AM,13.269
477,06/19/23 06:30:00 AM,13.173
478,06/19/23 07:00:00 AM,13.173
479,06/19/23 07:30:00 AM,13.269
480,06/19/23 08:00:00 AM,13.365
481,06/19/23 08:30:00 AM,13.461
482,06/19/23 09:00:00 AM,13.461
483,06/19/23 09:30:00 AM,13.654
484,06/19/23 10:00:00 AM,14.038
485,06/19/23 10:30:00 AM,14.230
486,06/19/23 11:00:00 AM,14.900
487,06/19/23 11:30:00 AM,15.091
488,06/19/23 12:00:00 PM,15.282
489,06/19/23 12:30:00 PM,15.664
490,06/19/23 01:00:00 PM,15.569
491,06/19/23 01:30:00 PM,15.282
492,06/19/23 02:00:00 PM,15.951
493,06/19/23 02:30:00 PM,15.951
494,06/19/23 03:00:00 PM,16.046
495,06/19/23 03:30:00 PM,15.473
496,06/19/23 04:00:00 PM,14.709
497,06/19/23 04:30:00 PM,14.900
498,06/19/23 05:00:00 PM,14.325
499,06/19/23 05:30:00 PM,14.325
500,06/19/23 06:00:00 PM,14.613
501,06/19/23 06:30:00 PM,14.230
502,06/19/23 07:00:00 PM,14.421
503,06/19/23 07:30:00 PM,14.613
504,06/19/23 08:00:00 PM,14.900
505,06/19/23 08:30:00 PM,14.613
506,06/19/23 09:00:00 PM,15.473
507,06/19/23 09:30:00 PM,15.473
508,06/19/23 10:00:00 PM,14.421
509,06/19/23 10:30:00 PM,14.134
510,06/19/23 11:00:00 PM,13.942
511,06/19/23 11:30:00 PM,14.038
512,06/20/23 12:00:00 AM,14.230
513,06/20/23 12:30:00 AM,14.230
514,06/20/23 01:00:00 AM,14.613
515,06/20/23 01:30:00 AM,14.709
516,06/20/23 02:00:00 AM,14.900
517,06/20/23 02:30:00 AM,14.996
518,06/20/23 03:00:00 AM,14.804
519,06/20/23 03:30:00 AM,14.230
520,06/20/23 04:00:00 AM,13.846
521,06/20/23 04:30:00 AM,14.613
522,06/20/23 05:00:00 AM,14.709
523,06/20/23 05:30:00 AM,14.613
524,06/20/23 06:00:00 AM,14.325
525,06/20/23 06:30:00 AM,13.942
526,06/20/23 07:00:00 AM,13.846
527,06/20/23 07:30:00 AM,13.365
528,06/20/23 08:00:00 AM,12.401
529,06/20/23 08:30:00 AM,12.980
530,06/20/23 09:00:00 AM,12.980
531,06/20/23 09:30:00 AM,12.883
532,06/20/23 10:00:00 AM,13.173
533,06/20/23 10:30:00 AM,13.173
534,06/20/23 11:00:00 AM,13.269
535,06/20/23 11:30:00 AM,12.787
536,06/20/23 12:00:00 PM,13.076
537,06/20/23 12:30:00 PM,14.325
538,06/20/23 01:00:00 PM,13.942
539,06/20/23 01:30:00 PM,14.804
540,06/20/23 02:00:00 PM,15.664
541,06/20/23 02:30:00 PM,15.855
542,06/20/23 03:00:00 PM,15.760
543,06/20/23 03:30:00 PM,15.569
544,06/20/23 04:00:00 PM,15.569
545,06/20/23 04:30:00 PM,15.282
546,06/20/23 05:00:00 PM,14.996
547,06/20/23 05:30:00 PM,15.282
548,06/20/23 06:00:00 PM,15.187
549,06/20/23 06:30:00 PM,15.282
550,06/20/23 07:00:00 PM,15.282
551,06/20/23 07:30:00 PM,15.378
552,06/20/23 08:00:00 PM,15.378
553,06/20/23 08:30:00 PM,15.378
554,06/20/23 09:00:00 PM,15.282
555,06/20/23 09:30:00 PM,14.900
556,06/20/23 10:00:00 PM,14.804
557,06/20/23 10:30:00 PM,14.613
558,06/20/23 11:00:00 PM,14.517
559,06/20/23 11:30:00 PM,14.613
560,06/21/23 12:00:00 AM,14.613
561,06/21/23 12:30:00 AM,14.325
562,06/21/23 01:00:00 AM,14.325
563,06/21/23 01:30:00 AM,14.325
564,06/21/23 02:00:00 AM,14.325
565,06/21/23 02:30:00 AM,14.325
566,06/21/23 03:00:00 AM,14.325
567,06/21/23 03:30:00 AM,14.325
568,06/21/23 04:00:00 AM,14.325
569,06/21/23 04:30:00 AM,14.230
570,06/21/23 05:00:00 AM,14.325
571,06/21/23 05:30:00 AM,14.230
572,06/21/23 06:00:00 AM,14.230
573,06/21/23 06:30:00 AM,14.230
574,06/21/23 07:00:00 AM,14.230
575,06/21/23 07:30:00 AM,14.230
576,06/21/23 08:00:00 AM,14.230
577,06/21/23 08:30:00 AM,14.230
578,06/21/23 09:00:00 AM,14.230
579,06/21/23 09:30:00 AM,14.325
580,06/21/23 10:00:00 AM,12.787
581,06/21/23 10:30:00 AM,12.594
582,06/21/23 11:00:00 AM,12.497
583,06/21/23 11:30:00 AM,12.304
584,06/21/23 12:00:00 PM,12.110
585,06/21/23 12:30:00 PM,12.207
586,06/21/23 01:00:00 PM,12.304
587,06/21/23 01:30:00 PM,12.304
588,06/21/23 02:00:00 PM,13.750
589,06/21/23 02:30:00 PM,14.517
590,06/21/23 03:00:00 PM,15.473
591,06/21/23 03:30:00 PM,15.569
592,06/21/23 04:00:00 PM,15.378
593,06/21/23 04:30:00 PM,15.282
594,06/21/23 05:00:00 PM,14.804
595,06/21/23 05:30:00 PM,14.709
596,06/21/23 06:00:00 PM,14.517
597,06/21/23 06:30:00 PM,14.421
598,06/21/23 07:00:00 PM,14.517
599,06/21/23 07:30:00 PM,14.325
600,06/21/23 08:00:00 PM,14.421
601,06/21/23 08:30:00 PM,14.421
602,06/21/23 09:00:00 PM,14.421
603,06/21/23 09:30:00 PM,14.421
604,06/21/23 10:00:00 PM,14.517
605,06/21/23 10:30:00 PM,14.325
606,06/21/23 11:00:00 PM,13.942
607,06/21/23 11:30:00 PM,11.528
608,06/22/23 12:00:00 AM,12.304
609,06/22/23 12:30:00 AM,12.304
610,06/22/23 01:00:00 AM,12.883
611,06/22/23 01:30:00 AM,14.517
612,06/22/23 02:00:00 AM,14.517
613,06/22/23 02:30:00 AM,14.709
614,06/22/23 03:00:00 AM,14.804
615,06/22/23 03:30:00 AM,14.325
616,06/22/23 04:00:00 AM,14.230
617,06/22/23 04:30:00 AM,14.325
618,06/22/23 05:00:00 AM,14.421
619,06/22/23 05:30:00 AM,14.230
620,06/22/23 06:00:00 AM,14.230
621,06/22/23 06:30:00 AM,14.230
622,06/22/23 07:00:00 AM,14.038
623,06/22/23 07:30:00 AM,14.038
624,06/22/23 08:00:00 AM,13.558
625,06/22/23 08:30:00 AM,12.110
626,06/22/23 09:00:00 AM,11.528
627,06/22/23 09:30:00 AM,11.528
628,06/22/23 10:00:00 AM,11.625
629,06/22/23 10:30:00 AM,11.625
630,06/22/23 11:00:00 AM,11.722
631,06/22/23 11:30:00 AM,11.722
632,06/22/23 12:00:00 PM,11.819
633,06/22/23 12:30:00 PM,12.013
634,06/22/23 01:00:00 PM,12.594
635,06/22/23 01:30:00 PM,12.594
636,06/22/23 02:00:00 PM,12.883
637,06/22/23 02:30:00 PM,13.173
638,06/22/23 03:00:00 PM,13.365
639,06/22/23 03:30:00 PM,14.900
640,06/22/23 04:00:00 PM,14.709
641,06/22/23 04:30:00 PM,14.804
642,06/22/23 05:00:00 PM,15.664
643,06/22/23 05:30:00 PM,16.141
644,06/22/23 06:00:00 PM,15.569
645,06/22/23 06:30:00 PM,15.473
646,06/22/23 07:00:00 PM,15.569
647,06/22/23 07:30:00 PM,15.473
648,06/22/23 08:00:00 PM,15.091
649,06/22/23 08:30:00 PM,15.091
650,06/22/23 09:00:00 PM,12.013
651,06/22/23 09:30:00 PM,11.819
652,06/22/23 10:00:00 PM,12.110
653,06/22/23 10:30:00 PM,12.207
654,06/22/23 11:00:00 PM,12.401
655,06/22/23 11:30:00 PM,12.401
656,06/23/23 12:00:00 AM,12.207
657,06/23/23 12:30:00 AM,12.594
658,06/23/23 01:00:00 AM,12.401
659,06/23/23 01:30:00 AM,13.269
660,06/23/23 02:00:00 AM,13.269
661,06/23/23 02:30:00 AM,13.558
662,06/23/23 03:00:00 AM,13.846
663,06/23/23 03:30:00 AM,13.461
664,06/23/23 04:00:00 AM,13.269
665,06/23/23 04:30:00 AM,14.325
