number,date,temp
277,05/30/23 06:30:00 AM,16.523
278,05/30/23 07:00:00 AM,16.332
279,05/30/23 07:30:00 AM,16.427
280,05/30/23 08:00:00 AM,16.427
281,05/30/23 08:30:00 AM,16.427
282,05/30/23 09:00:00 AM,16.523
283,05/30/23 09:30:00 AM,16.523
284,05/30/23 10:00:00 AM,16.618
285,05/30/23 10:30:00 AM,16.903
286,05/30/23 11:00:00 AM,16.999
287,05/30/23 11:30:00 AM,17.189
288,05/30/23 12:00:00 PM,17.284
289,05/30/23 12:30:00 PM,17.284
290,05/30/23 01:00:00 PM,17.379
291,05/30/23 01:30:00 PM,17.189
292,05/30/23 02:00:00 PM,17.094
293,05/30/23 02:30:00 PM,17.094
294,05/30/23 03:00:00 PM,16.999
295,05/30/23 03:30:00 PM,16.808
296,05/30/23 04:00:00 PM,15.664
297,05/30/23 04:30:00 PM,15.664
298,05/30/23 05:00:00 PM,16.046
299,05/30/23 05:30:00 PM,15.951
300,05/30/23 06:00:00 PM,15.760
301,05/30/23 06:30:00 PM,15.664
302,05/30/23 07:00:00 PM,15.473
303,05/30/23 07:30:00 PM,16.046
304,05/30/23 08:00:00 PM,16.427
305,05/30/23 08:30:00 PM,15.569
306,05/30/23 09:00:00 PM,15.760
307,05/30/23 09:30:00 PM,16.713
308,05/30/23 10:00:00 PM,15.855
309,05/30/23 10:30:00 PM,15.569
310,05/30/23 11:00:00 PM,16.141
311,05/30/23 11:30:00 PM,15.855
312,05/31/23 12:00:00 AM,16.046
313,05/31/23 12:30:00 AM,17.094
314,05/31/23 01:00:00 AM,16.903
315,05/31/23 01:30:00 AM,15.664
316,05/31/23 02:00:00 AM,15.569
317,05/31/23 02:30:00 AM,15.569
318,05/31/23 03:00:00 AM,15.187
319,05/31/23 03:30:00 AM,15.091
320,05/31/23 04:00:00 AM,15.187
321,05/31/23 04:30:00 AM,15.378
322,05/31/23 05:00:00 AM,15.569
323,05/31/23 05:30:00 AM,15.664
324,05/31/23 06:00:00 AM,15.664
325,05/31/23 06:30:00 AM,15.855
326,05/31/23 07:00:00 AM,16.046
327,05/31/23 07:30:00 AM,15.473
328,05/31/23 08:00:00 AM,15.664
329,05/31/23 08:30:00 AM,15.664
330,05/31/23 09:00:00 AM,15.664
331,05/31/23 09:30:00 AM,15.569
332,05/31/23 10:00:00 AM,15.664
333,05/31/23 10:30:00 AM,15.378
334,05/31/23 11:00:00 AM,15.282
335,05/31/23 11:30:00 AM,15.473
336,05/31/23 12:00:00 PM,15.569
337,05/31/23 12:30:00 PM,15.378
338,05/31/23 01:00:00 PM,15.282
339,05/31/23 01:30:00 PM,15.378
340,05/31/23 02:00:00 PM,15.473
341,05/31/23 02:30:00 PM,15.760
342,05/31/23 03:00:00 PM,15.760
343,05/31/23 03:30:00 PM,15.569
344,05/31/23 04:00:00 PM,16.618
345,05/31/23 04:30:00 PM,16.618
346,05/31/23 05:00:00 PM,16.141
347,05/31/23 05:30:00 PM,16.141
348,05/31/23 06:00:00 PM,16.332
349,05/31/23 06:30:00 PM,16.332
350,05/31/23 07:00:00 PM,16.332
351,05/31/23 07:30:00 PM,15.951
352,05/31/23 08:00:00 PM,15.855
353,05/31/23 08:30:00 PM,16.046
354,05/31/23 09:00:00 PM,15.569
355,05/31/23 09:30:00 PM,15.378
356,05/31/23 10:00:00 PM,15.282
357,05/31/23 10:30:00 PM,14.900
358,05/31/23 11:00:00 PM,14.900
359,05/31/23 11:30:00 PM,14.996
360,06/01/23 12:00:00 AM,15.187
361,06/01/23 12:30:00 AM,15.378
362,06/01/23 01:00:00 AM,15.378
363,06/01/23 01:30:00 AM,16.046
364,06/01/23 02:00:00 AM,15.760
365,06/01/23 02:30:00 AM,15.187
366,06/01/23 03:00:00 AM,15.282
367,06/01/23 03:30:00 AM,15.091
368,06/01/23 04:00:00 AM,14.613
369,06/01/23 04:30:00 AM,13.846
370,06/01/23 05:00:00 AM,13.846
371,06/01/23 05:30:00 AM,14.325
372,06/01/23 06:00:00 AM,14.325
373,06/01/23 06:30:00 AM,15.282
374,06/01/23 07:00:00 AM,15.378
375,06/01/23 07:30:00 AM,15.760
376,06/01/23 08:00:00 AM,16.046
377,06/01/23 08:30:00 AM,16.046
378,06/01/23 09:00:00 AM,16.332
379,06/01/23 09:30:00 AM,15.951
380,06/01/23 10:00:00 AM,15.951
381,06/01/23 10:30:00 AM,16.141
382,06/01/23 11:00:00 AM,15.760
383,06/01/23 11:30:00 AM,16.141
384,06/01/23 12:00:00 PM,15.951
385,06/01/23 12:30:00 PM,15.473
386,06/01/23 01:00:00 PM,15.569
387,06/01/23 01:30:00 PM,15.569
388,06/01/23 02:00:00 PM,15.569
389,06/01/23 02:30:00 PM,15.760
390,06/01/23 03:00:00 PM,15.951
391,06/01/23 03:30:00 PM,15.951
392,06/01/23 04:00:00 PM,15.760
393,06/01/23 04:30:00 PM,15.855
394,06/01/23 05:00:00 PM,16.427
395,06/01/23 05:30:00 PM,16.141
396,06/01/23 06:00:00 PM,16.046
397,06/01/23 06:30:00 PM,16.046
398,06/01/23 07:00:00 PM,16.141
399,06/01/23 07:30:00 PM,16.046
400,06/01/23 08:00:00 PM,15.951
401,06/01/23 08:30:00 PM,16.141
402,06/01/23 09:00:00 PM,16.237
403,06/01/23 09:30:00 PM,16.332
404,06/01/23 10:00:00 PM,16.237
405,06/01/23 10:30:00 PM,15.760
406,06/01/23 11:00:00 PM,15.760
407,06/01/23 11:30:00 PM,15.664
408,06/02/23 12:00:00 AM,15.760
409,06/02/23 12:30:00 AM,15.951
410,06/02/23 01:00:00 AM,15.951
411,06/02/23 01:30:00 AM,15.473
412,06/02/23 02:00:00 AM,15.664
413,06/02/23 02:30:00 AM,15.187
414,06/02/23 03:00:00 AM,14.900
415,06/02/23 03:30:00 AM,14.613
416,06/02/23 04:00:00 AM,14.421
417,06/02/23 04:30:00 AM,14.325
418,06/02/23 05:00:00 AM,13.846
419,06/02/23 05:30:00 AM,13.750
420,06/02/23 06:00:00 AM,13.750
421,06/02/23 06:30:00 AM,13.846
422,06/02/23 07:00:00 AM,14.038
423,06/02/23 07:30:00 AM,14.230
424,06/02/23 08:00:00 AM,14.517
425,06/02/23 08:30:00 AM,14.613
426,06/02/23 09:00:00 AM,15.187
427,06/02/23 09:30:00 AM,15.569
428,06/02/23 10:00:00 AM,16.046
429,06/02/23 10:30:00 AM,15.951
430,06/02/23 11:00:00 AM,15.760
431,06/02/23 11:30:00 AM,15.760
432,06/02/23 12:00:00 PM,15.282
433,06/02/23 12:30:00 PM,14.900
434,06/02/23 01:00:00 PM,15.187
435,06/02/23 01:30:00 PM,15.473
436,06/02/23 02:00:00 PM,15.473
437,06/02/23 02:30:00 PM,14.996
438,06/02/23 03:00:00 PM,15.569
439,06/02/23 03:30:00 PM,15.091
440,06/02/23 04:00:00 PM,14.900
441,06/02/23 04:30:00 PM,14.613
442,06/02/23 05:00:00 PM,14.517
443,06/02/23 05:30:00 PM,14.613
444,06/02/23 06:00:00 PM,15.569
445,06/02/23 06:30:00 PM,14.804
446,06/02/23 07:00:00 PM,14.804
447,06/02/23 07:30:00 PM,15.282
448,06/02/23 08:00:00 PM,16.046
449,06/02/23 08:30:00 PM,16.332
450,06/02/23 09:00:00 PM,16.237
451,06/02/23 09:30:00 PM,16.332
452,06/02/23 10:00:00 PM,16.046
453,06/02/23 10:30:00 PM,15.951
454,06/02/23 11:00:00 PM,15.378
455,06/02/23 11:30:00 PM,15.473
456,06/03/23 12:00:00 AM,15.378
457,06/03/23 12:30:00 AM,15.091
458,06/03/23 01:00:00 AM,15.091
459,06/03/23 01:30:00 AM,14.613
460,06/03/23 02:00:00 AM,14.517
461,06/03/23 02:30:00 AM,14.325
462,06/03/23 03:00:00 AM,14.325
463,06/03/23 03:30:00 AM,14.421
464,06/03/23 04:00:00 AM,14.325
465,06/03/23 04:30:00 AM,12.787
466,06/03/23 05:00:00 AM,12.690
467,06/03/23 05:30:00 AM,12.690
468,06/03/23 06:00:00 AM,12.883
469,06/03/23 06:30:00 AM,12.980
470,06/03/23 07:00:00 AM,12.980
471,06/03/23 07:30:00 AM,12.690
472,06/03/23 08:00:00 AM,12.980
473,06/03/23 08:30:00 AM,13.269
474,06/03/23 09:00:00 AM,13.654
475,06/03/23 09:30:00 AM,13.846
476,06/03/23 10:00:00 AM,14.230
477,06/03/23 10:30:00 AM,13.365
478,06/03/23 11:00:00 AM,14.517
479,06/03/23 11:30:00 AM,14.709
480,06/03/23 12:00:00 PM,14.804
481,06/03/23 12:30:00 PM,14.804
482,06/03/23 01:00:00 PM,14.134
483,06/03/23 01:30:00 PM,13.750
484,06/03/23 02:00:00 PM,13.654
485,06/03/23 02:30:00 PM,13.558
486,06/03/23 03:00:00 PM,13.076
487,06/03/23 03:30:00 PM,12.883
488,06/03/23 04:00:00 PM,12.497
489,06/03/23 04:30:00 PM,12.980
490,06/03/23 05:00:00 PM,13.461
491,06/03/23 05:30:00 PM,14.421
492,06/03/23 06:00:00 PM,13.173
493,06/03/23 06:30:00 PM,15.091
494,06/03/23 07:00:00 PM,14.421
495,06/03/23 07:30:00 PM,13.076
496,06/03/23 08:00:00 PM,12.594
497,06/03/23 08:30:00 PM,10.455
498,06/03/23 09:00:00 PM,10.553
499,06/03/23 09:30:00 PM,10.651
500,06/03/23 10:00:00 PM,10.748
501,06/03/23 10:30:00 PM,11.819
502,06/03/23 11:00:00 PM,11.916
503,06/03/23 11:30:00 PM,12.013
504,06/04/23 12:00:00 AM,11.334
505,06/04/23 12:30:00 AM,11.819
506,06/04/23 01:00:00 AM,12.787
507,06/04/23 01:30:00 AM,13.365
508,06/04/23 02:00:00 AM,13.654
509,06/04/23 02:30:00 AM,13.942
510,06/04/23 03:00:00 AM,12.980
511,06/04/23 03:30:00 AM,12.980
512,06/04/23 04:00:00 AM,12.690
513,06/04/23 04:30:00 AM,12.594
514,06/04/23 05:00:00 AM,13.173
515,06/04/23 05:30:00 AM,12.401
516,06/04/23 06:00:00 AM,12.304
517,06/04/23 06:30:00 AM,12.401
518,06/04/23 07:00:00 AM,12.013
519,06/04/23 07:30:00 AM,12.013
520,06/04/23 08:00:00 AM,12.013
521,06/04/23 08:30:00 AM,12.013
522,06/04/23 09:00:00 AM,12.013
523,06/04/23 09:30:00 AM,12.497
524,06/04/23 10:00:00 AM,13.076
525,06/04/23 10:30:00 AM,13.365
526,06/04/23 11:00:00 AM,13.654
527,06/04/23 11:30:00 AM,14.038
528,06/04/23 12:00:00 PM,14.325
529,06/04/23 12:30:00 PM,14.421
530,06/04/23 01:00:00 PM,13.846
531,06/04/23 01:30:00 PM,13.750
532,06/04/23 02:00:00 PM,15.187
533,06/04/23 02:30:00 PM,14.804
534,06/04/23 03:00:00 PM,14.421
535,06/04/23 03:30:00 PM,14.709
536,06/04/23 04:00:00 PM,14.613
537,06/04/23 04:30:00 PM,14.709
538,06/04/23 05:00:00 PM,14.996
539,06/04/23 05:30:00 PM,15.091
540,06/04/23 06:00:00 PM,15.091
541,06/04/23 06:30:00 PM,15.473
542,06/04/23 07:00:00 PM,14.996
543,06/04/23 07:30:00 PM,14.900
544,06/04/23 08:00:00 PM,15.378
545,06/04/23 08:30:00 PM,15.664
546,06/04/23 09:00:00 PM,15.091
547,06/04/23 09:30:00 PM,15.091
548,06/04/23 10:00:00 PM,14.996
549,06/04/23 10:30:00 PM,14.900
550,06/04/23 11:00:00 PM,14.804
551,06/04/23 11:30:00 PM,14.996
552,06/05/23 12:00:00 AM,14.996
553,06/05/23 12:30:00 AM,14.709
554,06/05/23 01:00:00 AM,14.804
555,06/05/23 01:30:00 AM,14.804
556,06/05/23 02:00:00 AM,15.187
557,06/05/23 02:30:00 AM,15.378
558,06/05/23 03:00:00 AM,14.996
559,06/05/23 03:30:00 AM,14.709
560,06/05/23 04:00:00 AM,14.421
561,06/05/23 04:30:00 AM,14.517
562,06/05/23 05:00:00 AM,14.709
563,06/05/23 05:30:00 AM,14.804
564,06/05/23 06:00:00 AM,14.900
565,06/05/23 06:30:00 AM,15.187
566,06/05/23 07:00:00 AM,15.569
567,06/05/23 07:30:00 AM,15.473
568,06/05/23 08:00:00 AM,15.473
569,06/05/23 08:30:00 AM,15.569
570,06/05/23 09:00:00 AM,15.664
571,06/05/23 09:30:00 AM,15.760
572,06/05/23 10:00:00 AM,15.855
573,06/05/23 10:30:00 AM,15.951
574,06/05/23 11:00:00 AM,16.046
575,06/05/23 11:30:00 AM,16.237
576,06/05/23 12:00:00 PM,16.237
577,06/05/23 12:30:00 PM,16.141
578,06/05/23 01:00:00 PM,16.332
579,06/05/23 01:30:00 PM,16.332
580,06/05/23 02:00:00 PM,16.332
581,06/05/23 02:30:00 PM,16.427
582,06/05/23 03:00:00 PM,16.713
583,06/05/23 03:30:00 PM,16.427
584,06/05/23 04:00:00 PM,16.523
585,06/05/23 04:30:00 PM,16.141
586,06/05/23 05:00:00 PM,15.569
587,06/05/23 05:30:00 PM,15.187
588,06/05/23 06:00:00 PM,15.187
589,06/05/23 06:30:00 PM,15.473
590,06/05/23 07:00:00 PM,15.473
591,06/05/23 07:30:00 PM,15.569
592,06/05/23 08:00:00 PM,15.473
593,06/05/23 08:30:00 PM,15.473
594,06/05/23 09:00:00 PM,15.473
595,06/05/23 09:30:00 PM,15.473
596,06/05/23 10:00:00 PM,15.473
597,06/05/23 10:30:00 PM,15.473
598,06/05/23 11:00:00 PM,15.664
599,06/05/23 11:30:00 PM,15.855
600,06/06/23 12:00:00 AM,15.951
601,06/06/23 12:30:00 AM,16.046
602,06/06/23 01:00:00 AM,16.046
603,06/06/23 01:30:00 AM,16.046
604,06/06/23 02:00:00 AM,16.046
605,06/06/23 02:30:00 AM,16.046
606,06/06/23 03:00:00 AM,16.046
607,06/06/23 03:30:00 AM,16.046
608,06/06/23 04:00:00 AM,16.046
609,06/06/23 04:30:00 AM,15.664
610,06/06/23 05:00:00 AM,15.569
611,06/06/23 05:30:00 AM,15.855
612,06/06/23 06:00:00 AM,15.855
613,06/06/23 06:30:00 AM,15.855
614,06/06/23 07:00:00 AM,15.855
615,06/06/23 07:30:00 AM,15.951
616,06/06/23 08:00:00 AM,15.951
617,06/06/23 08:30:00 AM,16.046
618,06/06/23 09:00:00 AM,16.046
619,06/06/23 09:30:00 AM,16.141
620,06/06/23 10:00:00 AM,16.237
621,06/06/23 10:30:00 AM,16.332
622,06/06/23 11:00:00 AM,16.427
623,06/06/23 11:30:00 AM,16.523
624,06/06/23 12:00:00 PM,16.618
625,06/06/23 12:30:00 PM,16.618
626,06/06/23 01:00:00 PM,16.808
627,06/06/23 01:30:00 PM,16.808
628,06/06/23 02:00:00 PM,16.808
629,06/06/23 02:30:00 PM,16.808
630,06/06/23 03:00:00 PM,16.808
631,06/06/23 03:30:00 PM,16.713
632,06/06/23 04:00:00 PM,16.237
633,06/06/23 04:30:00 PM,15.569
634,06/06/23 05:00:00 PM,15.569
635,06/06/23 05:30:00 PM,15.664
636,06/06/23 06:00:00 PM,15.664
637,06/06/23 06:30:00 PM,15.664
638,06/06/23 07:00:00 PM,15.664
639,06/06/23 07:30:00 PM,15.091
640,06/06/23 08:00:00 PM,14.613
641,06/06/23 08:30:00 PM,14.517
642,06/06/23 09:00:00 PM,14.517
643,06/06/23 09:30:00 PM,14.613
644,06/06/23 10:00:00 PM,14.517
645,06/06/23 10:30:00 PM,14.613
646,06/06/23 11:00:00 PM,14.517
647,06/06/23 11:30:00 PM,14.613
648,06/07/23 12:00:00 AM,15.282
649,06/07/23 12:30:00 AM,15.951
650,06/07/23 01:00:00 AM,16.141
651,06/07/23 01:30:00 AM,16.523
652,06/07/23 02:00:00 AM,16.523
653,06/07/23 02:30:00 AM,16.237
654,06/07/23 03:00:00 AM,16.141
655,06/07/23 03:30:00 AM,15.951
656,06/07/23 04:00:00 AM,15.951
657,06/07/23 04:30:00 AM,15.855
658,06/07/23 05:00:00 AM,15.664
659,06/07/23 05:30:00 AM,14.613
660,06/07/23 06:00:00 AM,14.613
661,06/07/23 06:30:00 AM,14.613
662,06/07/23 07:00:00 AM,14.517
663,06/07/23 07:30:00 AM,14.900
664,06/07/23 08:00:00 AM,15.569
665,06/07/23 08:30:00 AM,15.473
